,title_without_year,year,main_genre,MPAA-Rating,Runtime,Distributor,Budget_$,Domestic_$,International_$,total_revenue_$,imdb_rating
2073,The Emperor's Club ,2002,Drama,PG-13,109,Universal Pictures,"$12,500,000","$14,118,751","$2,199,698","$16,318,449",6.9
2074,Just Visiting ,2001,Comedy,PG-13,88,Walt Disney Studios Motion Pictures,"$35,000,000","$4,781,539","$11,395,193","$16,176,732",5.7
2075,Catch and Release ,2007,Comedy,PG-13,124,Sony Pictures Entertainment (SPE),"$25,000,000","$15,539,051","$622,691","$16,161,742",5.9
2076,Scouts Guide to the Zombie Apocalypse ,2015,Action,R,93,Paramount Pictures,"$15,000,000","$3,703,046","$12,434,000","$16,137,046",6.3
2077,The Space Between Us ,2017,Sci-Fi,PG-13,120,STX Entertainment,"$30,000,000","$7,885,294","$8,195,181","$16,080,475",6.4
2078,Unfriended: Dark Web ,2018,Horror,R,92,BH Tilt,"$1,000,000","$8,866,745","$7,158,242","$16,024,987",6.0
2079,The Kitchen ,2019,Drama,R,102,Warner Bros.,"$38,000,000","$12,180,032","$3,800,000","$15,980,032",5.6
2080,The Words ,2012,Mystery,PG-13,102,CBS Films,"$6,000,000","$11,494,838","$4,455,326","$15,950,164",7.0
2081,Before Sunset ,2004,Romance,R,80,Warner Independent Pictures (WIP),"$2,700,000","$5,820,649","$10,115,858","$15,936,507",8.1
2082,The Last Kiss ,2006,Comedy,R,115,DreamWorks,"$20,000,000","$11,614,790","$4,237,611","$15,852,401",6.4
2083,Highlander: Endgame ,2000,Adventure,R,87,Miramax,"$25,000,000","$12,811,858","$3,031,750","$15,843,608",4.6
2084,"I Love You, Beth Cooper ",2009,Comedy,PG-13,102,Twentieth Century Fox,"$18,000,000","$14,800,725","$1,021,182","$15,821,907",5.3
2085,Kiss Kiss Bang Bang ,2005,Comedy,R,103,Warner Bros.,"$15,000,000","$4,243,756","$11,541,392","$15,785,148",7.5
2086,Away We Go ,2009,Romance,R,98,Focus Features,"$17,000,000","$9,451,946","$6,327,509","$15,779,455",7.0
2087,Judy Moody and the Not Bummer Summer ,2011,Family,PG,93,Relativity Media,"$20,000,000","$15,013,650","$677,990","$15,691,640",4.3
2088,Out of the Furnace ,2013,Drama,R,116,Relativity Media,"$22,000,000","$11,330,849","$4,329,819","$15,660,668",6.7
2089,The Conspirator ,2011,History,PG-13,122,Roadside Attractions,"$25,000,000","$11,538,204","$4,084,979","$15,623,183",6.9
2090,Paranoia ,2013,Thriller,PG-13,106,Relativity Media,"$35,000,000","$7,388,654","$8,111,990","$15,500,644",5.6
2091,Anonymous ,2011,Drama,PG-13,130,Sony Pictures Entertainment (SPE),"$30,000,000","$4,463,292","$10,931,795","$15,395,087",6.8
2092,Miss Bala ,2019,Thriller,PG-13,104,Sony Pictures Entertainment (SPE),"$15,000,000","$15,006,824","$376,756","$15,383,580",5.8
2093,Alex & Emma ,2003,Romance,PG-13,96,Warner Bros.,"$30,000,000","$14,218,698","$1,150,199","$15,368,897",5.5
2094,"The Goods: Live Hard, Sell Hard ",2009,Comedy,R,89,Paramount Vantage,"$10,000,000","$15,122,676","$178,209","$15,300,885",5.7
2095,Hey Arnold! The Movie ,2002,Adventure,PG,76,Paramount Pictures,"$3,000,000","$13,728,902","$1,520,406","$15,249,308",5.9
2096,Extraordinary Measures ,2010,Drama,PG,106,CBS Films,"$31,000,000","$12,068,313","$3,065,980","$15,134,293",6.4
2097,Boat Trip ,2003,Comedy,R,94,Artisan Entertainment,"$20,000,000","$8,600,126","$6,420,167","$15,020,293",4.9
2098,Undisputed ,2002,Action,R,96,Miramax,"$20,000,000","$12,764,657","$2,181,493","$14,946,150",6.1
2099,Blue Valentine ,2010,Drama,R,112,The Weinstein Company,"$1,000,000","$9,706,328","$5,186,090","$14,892,418",7.3
2100,Raise Your Voice ,2004,Romance,PG,107,New Line Cinema,"$15,000,000","$10,411,980","$4,455,534","$14,867,514",5.8
2101,Josie and the Pussycats ,2001,Comedy,PG-13,98,Universal Pictures,"$39,000,000","$14,271,015","$595,000","$14,866,015",5.6
2102,Soul Plane ,2004,Comedy,R,86,Metro-Goldwyn-Mayer (MGM),"$16,000,000","$14,190,750","$631,074","$14,821,824",4.5
2103,Out Cold ,2001,Sport,PG-13,89,Walt Disney Studios Motion Pictures,"$24,000,000","$13,906,394","$876,282","$14,782,676",6.2
2104,Turistas ,2006,Mystery,R,93,Fox Atomic,"$10,000,000","$7,027,762","$7,669,980","$14,697,742",5.4
2105,Welcome to Mooseport ,2004,Comedy,PG-13,110,Twentieth Century Fox,"$30,000,000","$14,470,947","$144,152","$14,615,099",5.3
2106,Envy ,2004,Comedy,PG-13,99,DreamWorks Distribution,"$40,000,000","$13,562,325","$931,711","$14,494,036",4.8
2107,Unfinished Business ,2015,Comedy,R,91,Twentieth Century Fox,"$35,000,000","$10,219,501","$4,211,752","$14,431,253",5.4
2108,How to Deal ,2003,Drama,PG-13,101,New Line Cinema,"$16,000,000","$14,195,227","$195,102","$14,390,329",5.6
2109,Bright Star ,2009,Biography,PG,119,Apparition,"$8,500,000","$4,444,637","$9,930,015","$14,374,652",6.9
2110,Freddy Got Fingered ,2001,Comedy,R,87,Twentieth Century Fox,"$14,000,000","$14,254,993","$78,259","$14,333,252",4.6
2111,Beginners ,2011,Drama,R,105,Focus Features,"$3,200,000","$5,790,894","$8,520,807","$14,311,701",7.2
2112,Proof ,2005,Drama,PG-13,100,Miramax,"$20,000,000","$7,535,331","$6,654,529","$14,189,860",6.7
2113,An American Carol ,2008,Comedy,PG-13,83,Vivendi Entertainment,"$20,000,000","$7,013,191","$7,013,191","$14,026,382",4.0
2114,Crossover ,2006,Sport,PG-13,95,Sony Pictures Entertainment (SPE),"$5,800,000","$7,009,668","$7,009,668","$14,019,336",2.2
2115,Tenacious D in the Pick of Destiny ,2006,Musical,R,93,New Line Cinema,"$20,000,000","$8,334,575","$5,589,679","$13,924,254",6.8
2116,House of the Dead ,2003,Adventure,R,90,Artisan Entertainment,"$12,000,000","$10,249,719","$3,568,462","$13,818,181",2.1
2117,Winter's Bone ,2010,Drama,R,100,Roadside Attractions,"$2,000,000","$6,531,503","$7,265,331","$13,796,834",7.1
2118,One Night with the King ,2006,Drama,PG,123,8x Entertainment,"$20,000,000","$13,395,961","$332,489","$13,728,450",6.0
2119,Religulous ,2008,War,R,101,Lionsgate,"$2,500,000","$13,011,160","$627,955","$13,639,115",7.6
2120,Anything Else ,2003,Comedy,R,108,DreamWorks Distribution,"$18,000,000","$3,212,310","$10,372,765","$13,585,075",6.3
2121,One Night at McCool's ,2001,Comedy,R,93,USA Films,"$18,000,000","$6,290,673","$7,182,697","$13,473,370",6.2
2122,Trapped ,2002,Drama,R,106,Sony Pictures Entertainment (SPE),"$30,000,000","$7,073,251","$6,341,165","$13,414,416",6.1
2123,Lords of Dogtown ,2005,Drama,PG-13,107,Sony Pictures Entertainment (SPE),"$25,000,000","$11,273,517","$2,138,440","$13,411,957",7.1
2124,I Think I Love My Wife ,2007,Comedy,R,94,Fox Searchlight Pictures,"$11,000,000","$12,550,605","$819,163","$13,369,768",5.5
2125,The Honeymooners ,2005,Family,PG-13,90,Paramount Pictures,"$25,000,000","$12,843,849","$339,577","$13,183,426",3.4
2126,Head Over Heels ,2001,Comedy,PG-13,86,Universal Pictures,"$14,000,000","$10,424,470","$2,702,552","$13,127,022",5.4
2127,Hot Tub Time Machine 2 ,2015,Sci-Fi,R,93,Paramount Pictures,"$14,000,000","$12,314,651","$767,000","$13,081,651",5.0
2128,"Roman J. Israel, Esq. ",2017,Drama,PG-13,122,Sony Pictures Entertainment (SPE),"$22,000,000","$11,962,778","$1,063,082","$13,025,860",6.5
2129,Gods and Generals ,2003,Drama,PG-13,219,Warner Bros.,"$56,000,000","$12,882,934","$41,002","$12,923,936",6.2
2130,Formula 51 ,2002,Crime,R,93,Screen Gems,"$27,000,000","$5,204,007","$7,677,598","$12,881,605",6.3
2131,Slither ,2006,Comedy,R,95,Universal Pictures,"$15,000,000","$7,802,450","$5,032,486","$12,834,936",6.5
2132,The Green Inferno ,2015,Horror,R,100,BH Tilt,"$5,000,000","$7,192,291","$5,474,158","$12,666,449",5.3
2133,Narc ,2002,Crime,R,105,Paramount Pictures,"$6,500,000","$10,465,659","$2,168,088","$12,633,747",7.1
2134,People Like Us ,2012,Drama,PG-13,114,Walt Disney Studios Motion Pictures,"$16,000,000","$12,434,778","$124,153","$12,558,931",7.0
2135,Breakin' All the Rules ,2004,Romance,PG-13,85,Screen Gems,"$10,000,000","$12,264,319","$279,935","$12,544,254",5.6
2136,Sorority Boys ,2002,Comedy,R,93,Walt Disney Studios Motion Pictures,"$12,000,000","$10,200,032","$2,317,456","$12,517,488",5.4
2137,Ready to Rumble ,2000,Comedy,PG-13,107,Warner Bros.,"$24,000,000","$12,394,327","$58,035","$12,452,362",5.3
2138,The Promise ,2017,Drama,PG-13,133,Open Road Films (II),"$90,000,000","$8,224,288","$4,224,388","$12,448,676",6.1
2139,Chasing Liberty ,2004,Comedy,PG-13,101,Warner Bros.,"$23,000,000","$12,195,626","$117,697","$12,313,323",6.1
2140,Abandon ,2002,Mystery,PG-13,99,Paramount Pictures,"$25,000,000","$10,727,683","$1,574,536","$12,302,219",4.8
2141,Dark Blue ,2003,Crime,R,118,United Artists,"$15,000,000","$9,250,301","$2,900,000","$12,150,301",6.6
2142,End of the Spear ,2006,Adventure,PG-13,108,Rocky Mountain Pictures,"$10,000,000","$11,967,000","$161,105","$12,128,105",6.7
2143,Bella ,2007,Drama,PG-13,91,Roadside Attractions,"$3,300,000","$8,070,537","$4,012,759","$12,083,296",7.1
2144,Dave Chappelle's Block Party ,2006,Music,R,103,Rogue Pictures,"$3,000,000","$11,718,595","$333,329","$12,051,924",7.2
2145,The Three Burials of Melquiades Estrada ,2006,Western,R,121,Sony Pictures Classics,"$15,000,000","$5,027,684","$7,017,678","$12,045,362",7.3
2146,The Polar Express ,2005,Adventure,,100,Warner Bros.,"$165,000,000","$10,900,597","$1,009,883","$11,910,480",6.6
2147,The Rules of Attraction ,2002,Drama,R,110,Lionsgate,"$4,000,000","$6,532,619","$5,286,625","$11,819,244",6.6
2148,Getaway ,2013,Thriller,PG-13,90,Warner Bros.,"$18,000,000","$10,501,938","$1,304,494","$11,806,432",4.4
2149,The Hoax ,2007,Biography,R,116,Miramax,"$25,000,000","$7,164,995","$4,607,466","$11,772,461",6.7
2150,Death of a Nation ,2018,History,PG-13,108,Quality Flix,"$6,000,000","$5,885,881","$5,885,881","$11,771,762",4.1
2151,Beyond Borders ,2003,Drama,R,127,Paramount Pictures,"$35,000,000","$4,430,101","$7,274,901","$11,705,002",6.4
2152,Seeking a Friend for the End of the World ,2012,Sci-Fi,R,101,Focus Features,"$10,000,000","$7,078,738","$4,603,043","$11,681,781",6.7
2153,Fun Size ,2012,Comedy,PG-13,86,Paramount Pictures,"$14,000,000","$9,409,538","$2,007,824","$11,417,362",5.4
2154,Suspect Zero ,2004,Crime,R,99,Paramount Pictures,"$27,000,000","$8,725,813","$2,690,262","$11,416,075",5.8
2155,The Apparition ,2012,Horror,PG-13,83,Warner Bros.,"$17,000,000","$4,936,819","$6,413,846","$11,350,665",4.1
2156,Connie and Carla ,2004,Music,PG-13,108,Universal Pictures,"$27,000,000","$8,085,771","$3,255,245","$11,341,016",6.2
2157,Lars and the Real Girl ,2007,Drama,PG-13,106,Metro-Goldwyn-Mayer (MGM),"$12,000,000","$5,972,884","$5,320,779","$11,293,663",7.3
2158,Stop-Loss ,2008,War,R,112,Paramount Pictures,"$25,000,000","$10,915,744","$297,209","$11,212,953",6.4
2159,Straw Dogs ,2011,Drama,R,110,Screen Gems,"$25,000,000","$10,324,441","$844,271","$11,168,712",7.4
2160,The Astronaut Farmer ,2007,Drama,PG,104,Warner Bros.,"$13,000,000","$11,003,643","$127,246","$11,130,889",6.3
2161,Conviction ,2010,Drama,R,107,Fox Searchlight Pictures,"$12,500,000","$6,783,129","$4,321,426","$11,104,555",7.2
2162,The Warrior's Way ,2010,Western,R,100,Relativity Media,"$42,000,000","$5,666,340","$5,437,094","$11,103,434",6.2
2163,The Squid and the Whale ,2005,Comedy,R,81,IDP Distribution,"$1,500,000","$7,372,734","$3,725,397","$11,098,131",7.3
2164,The Belko Experiment ,2017,Thriller,R,89,BH Tilt,"$5,000,000","$10,166,820","$917,810","$11,084,630",6.2
2165,Aqua Teen Hunger Force Colon Movie Film for Theaters ,2007,Fantasy,R,86,First Look International,"$750,000","$5,520,368","$5,520,368","$11,040,736",6.7
2166,Justin Bieber's Believe ,2013,Documentary,PG,92,Open Road Films (II),"$5,000,000","$6,206,566","$4,773,591","$10,980,157",1.6
2167,Friend Request ,2017,Thriller,R,92,Entertainment Studios Motion Pictures,"$9,900,000","$3,759,078","$7,216,312","$10,975,390",5.2
2168,Black Snake Moan ,2007,Music,R,116,Paramount Vantage,"$15,000,000","$9,396,870","$1,510,615","$10,907,485",6.9
2169,Jonah Hex ,2010,Western,PG-13,81,Warner Bros.,"$47,000,000","$10,547,117","$356,195","$10,903,312",4.7
2170,Here on Earth ,2000,Romance,PG-13,96,Twentieth Century Fox,"$15,000,000","$10,522,168","$350,980","$10,873,148",5.2
2171,Extract ,2009,Romance,R,92,Miramax,"$8,000,000","$10,823,158","$25,625","$10,848,783",6.1
2172,Danny Collins ,2015,Biography,R,106,Bleecker Street Media,"$10,000,000","$5,637,066","$5,198,686","$10,835,752",7.0
2173,The Great Raid ,2005,Drama,R,132,Miramax,"$80,000,000","$10,167,373","$601,938","$10,769,311",6.6
2174,Not Easily Broken ,2009,Drama,PG-13,99,Screen Gems,"$5,000,000","$10,572,742","$154,167","$10,726,909",6.1
2175,Prom ,2011,Comedy,PG,104,Walt Disney Studios Motion Pictures,"$8,000,000","$10,130,219","$572,027","$10,702,246",5.4
2176,The Boondock Saints II: All Saints Day ,2009,Crime,R,118,Apparition,"$8,000,000","$10,273,188","$356,133","$10,629,321",6.2
2177,Moms' Night Out ,2014,Comedy,PG,98,TriStar Pictures,"$5,000,000","$10,429,707","$107,249","$10,536,956",5.3
2178,Alone in the Dark ,2005,Action,R,99,Lionsgate,"$20,000,000","$5,178,569","$5,264,239","$10,442,808",2.4
2179,Every Day ,2018,Fantasy,PG-13,97,Orion Pictures,"$4,900,000","$6,102,076","$4,319,771","$10,421,847",6.4
2180,Town & Country ,2001,Comedy,R,104,New Line Cinema,"$90,000,000","$6,719,973","$3,652,318","$10,372,291",4.5
2181,Queen of Katwe ,2016,Drama,PG,124,Walt Disney Studios Motion Pictures,"$15,000,000","$8,874,389","$1,492,772","$10,367,161",7.4
2182,Code Name: The Cleaner ,2007,Comedy,PG-13,84,New Line Cinema,"$20,000,000","$8,135,024","$2,202,453","$10,337,477",4.6
2183,Stone ,2010,Drama,R,105,Overture Films,"$22,000,000","$1,810,078","$8,490,338","$10,300,416",5.4
2184,Saved! ,2004,Drama,PG-13,92,United Artists,"$5,000,000","$8,940,582","$1,334,927","$10,275,509",6.7
2185,Facing the Giants ,2006,Sport,PG,111,IDP Distribution,"$100,000","$10,178,331","$64,828","$10,243,159",6.5
2186,The Best of Enemies ,2019,Drama,PG-13,133,STX Entertainment,"$10,000,000","$10,205,616","$4,197","$10,209,813",7.3
2187,Punisher: War Zone ,2008,Crime,R,103,Lionsgate,"$35,000,000","$8,050,977","$2,110,516","$10,161,493",5.9
2188,Thirteen ,2003,Drama,R,100,Fox Searchlight Pictures,"$2,000,000","$4,601,043","$5,527,917","$10,128,960",6.8
2189,Marshall ,2017,Crime,PG-13,118,Open Road Films (II),"$12,000,000","$10,051,659","$65,157","$10,116,816",7.3
2190,Kissing Jessica Stein ,2002,Drama,R,97,Fox Searchlight Pictures,"$1,000,000","$7,025,722","$2,987,702","$10,013,424",6.6
2191,Moonlight Mile ,2002,Drama,PG-13,117,Walt Disney Studios Motion Pictures,"$21,000,000","$6,835,856","$3,175,194","$10,011,050",6.6
2192,Thank You for Your Service ,2017,Drama,R,109,Universal Pictures,"$20,000,000","$9,536,300","$459,392","$9,995,692",6.6
2193,Taking Woodstock ,2009,Comedy,R,120,Focus Features,"$30,000,000","$7,460,204","$2,515,533","$9,975,737",6.7
2194,Cyrus ,2010,Drama,R,91,Fox Searchlight Pictures,"$7,000,000","$7,468,936","$2,464,937","$9,933,873",6.3
2195,The Goldfinch ,2019,Drama,R,149,Warner Bros.,"$45,000,000","$5,332,621","$4,600,000","$9,932,621",6.4
2196,Never Let Me Go ,2010,Sci-Fi,R,103,Fox Searchlight Pictures,"$15,000,000","$2,434,652","$7,470,143","$9,904,795",7.1
2197,From Justin to Kelly ,2003,Comedy,PG,81,Twentieth Century Fox,"$12,000,000","$4,928,883","$4,928,883","$9,857,766",1.9
2198,The Express ,2008,Sport,PG,130,Universal Pictures,"$40,000,000","$9,793,406","$14,718","$9,808,124",7.2
2199,90 Minutes in Heaven ,2015,Drama,PG-13,121,The Samuel Goldwyn Company,"$5,000,000","$4,842,699","$4,842,699","$9,685,398",4.9
2200,All the King's Men ,2006,Drama,PG-13,128,Sony Pictures Entertainment (SPE),"$55,000,000","$7,221,458","$2,230,165","$9,451,623",6.1
2201,Running Scared ,2006,Drama,R,122,New Line Cinema,"$15,000,000","$6,855,137","$2,524,892","$9,380,029",7.3
2202,Chéri ,2009,Romance,R,100,Miramax,"$23,000,000","$2,715,657","$6,652,585","$9,368,242",6.1
2203,Miracle at St. Anna ,2008,Drama,R,160,Walt Disney Studios Motion Pictures,"$45,000,000","$7,919,117","$1,414,537","$9,333,654",6.1
2204,MacGruber ,2010,Comedy,R,90,Universal Pictures,"$10,000,000","$8,525,600","$797,295","$9,322,895",5.6
2205,Peeples ,2013,Comedy,PG-13,95,Lionsgate,"$15,000,000","$9,177,065","$130,101","$9,307,166",5.4
2206,Atlas Shrugged: Part I ,2011,Sci-Fi,PG-13,97,Rocky Mountain Pictures,"$20,000,000","$4,627,375","$4,627,375","$9,254,750",5.6
2207,Me and Earl and the Dying Girl ,2015,Comedy,PG-13,105,Fox Searchlight Pictures,"$8,000,000","$6,758,416","$2,316,333","$9,074,749",7.7
2208,The Fifth Estate ,2013,Thriller,R,128,Walt Disney Studios Motion Pictures,"$28,000,000","$3,255,008","$5,803,556","$9,058,564",6.2
2209,Incarnate ,2016,Thriller,PG-13,87,BH Tilt,"$5,000,000","$4,799,774","$4,237,284","$9,037,058",5.3
2210,Cadillac Records ,2008,Drama,R,109,Sony Pictures Entertainment (SPE),"$12,000,000","$8,195,551","$688,093","$8,883,644",7.0
2211,Morgan ,2016,Action,R,92,Twentieth Century Fox,"$8,000,000","$3,915,251","$4,894,156","$8,809,407",5.8
2212,The Rocker ,2008,Comedy,PG-13,102,Twentieth Century Fox,"$15,000,000","$6,409,528","$2,399,407","$8,808,935",6.2
2213,The Forsaken ,2001,Horror,R,90,Screen Gems,"$15,000,000","$7,288,451","$1,416,400","$8,704,851",5.3
2214,Willard ,2003,Thriller,PG-13,100,New Line Cinema,"$20,000,000","$6,886,089","$1,660,577","$8,546,666",6.1
2215,Our Brand Is Crisis ,2015,Comedy,R,107,Warner Bros.,"$28,000,000","$7,002,261","$1,525,397","$8,527,658",6.1
2216,Big Trouble ,2002,Comedy,PG-13,85,Walt Disney Studios Motion Pictures,"$40,000,000","$7,267,307","$1,226,583","$8,493,890",6.4
2217,Death to Smoochy ,2002,Thriller,R,109,Warner Bros.,"$50,000,000","$8,364,691","$18,247","$8,382,938",6.3
2218,Redline ,2007,Action,PG-13,102,Chicago Pictures,"$26,000,000","$6,881,022","$1,386,357","$8,267,379",7.5
2219,Hoot ,2006,Family,PG,95,New Line Cinema,"$15,000,000","$8,117,637","$107,361","$8,224,998",5.5
2220,The Big Year ,2011,Comedy,PG,102,Twentieth Century Fox,"$41,000,000","$7,204,138","$975,278","$8,179,416",6.2
2221,Impostor ,2002,Mystery,PG-13,95,Miramax,"$30,000,000","$6,285,176","$1,860,373","$8,145,549",6.1
2222,The Gospel of John ,2003,Biography,PG-13,180,THINKFilm,"$10,000,000","$4,069,090","$4,069,090","$8,138,180",7.7
2223,The Company Men ,2011,Drama,R,104,The Weinstein Company,"$15,000,000","$4,441,272","$3,645,728","$8,087,000",6.7
2224,Metallica Through the Never ,2013,Music,R,93,Picturehouse (II),"$18,000,000","$3,419,967","$4,555,845","$7,975,812",7.1
2225,Chasing Mavericks ,2012,Sport,PG,116,Twentieth Century Fox,"$20,000,000","$6,002,756","$1,939,360","$7,942,116",7.1
2226,City Island ,2010,Comedy,PG-13,104,Anchor Bay Films,"$6,000,000","$6,671,036","$1,207,820","$7,878,856",7.3
2227,Just Getting Started ,2017,Comedy,PG-13,91,Broad Green Pictures,"$22,000,000","$6,069,605","$1,564,417","$7,634,022",4.6
2228,Black Nativity ,2013,Musical,PG,93,Fox Searchlight Pictures,"$17,500,000","$7,018,189","$435,996","$7,454,185",4.8
2229,Phat Girlz ,2006,Comedy,PG-13,99,Fox Searchlight Pictures,"$3,000,000","$7,061,128","$342,363","$7,403,491",3.3
2230,Gigli ,2003,Romance,R,121,Revolution Studios,"$54,000,000","$6,087,542","$1,178,667","$7,266,209",2.6
2231,Grandma ,2015,Comedy,R,79,Sony Pictures Classics,"$600,000","$6,980,524","$224,549","$7,205,073",6.7
2232,Screwed ,2000,Crime,PG-13,81,Universal Pictures,"$10,000,000","$7,027,345","$174,356","$7,201,701",5.6
2233,Phoenix Forgotten ,2017,Horror,PG-13,87,Cinelou Films,"$2,800,000","$3,600,146","$3,600,146","$7,200,292",5.3
2234,Ghostbusters ,2014,Action,,105,Sony Pictures Entertainment (SPE),"$30,000,000","$3,580,343","$3,580,343","$7,160,686",7.8
2235,The Adventures of Pluto Nash ,2002,Comedy,PG-13,95,Warner Bros.,"$100,000,000","$4,420,080","$2,683,893","$7,103,973",3.9
2236,Igby Goes Down ,2002,Comedy,R,98,Metro-Goldwyn-Mayer (MGM),"$9,000,000","$4,777,465","$2,141,733","$6,919,198",6.9
2237,Veer-Zaara ,2004,Musical,,192,Yash Raj Films,"$7,000,000","$2,938,532","$3,948,689","$6,887,221",7.8
2238,The Door in the Floor ,2004,Drama,R,111,Focus Features,"$7,500,000","$3,854,624","$2,860,443","$6,715,067",6.6
2239,Bleed for This ,2016,Biography,R,117,Open Road Films (II),"$6,000,000","$5,083,906","$1,614,773","$6,698,679",6.8
2240,Pootie Tang ,2001,Action,PG-13,81,Paramount Pictures,"$7,000,000","$3,313,583","$3,313,583","$6,627,166",5.3
2241,It's Kind of a Funny Story ,2010,Comedy,PG-13,101,Focus Features,"$8,000,000","$6,363,628","$127,612","$6,491,240",7.1
2242,Slackers ,2002,Romance,R,86,Sony Pictures Entertainment (SPE),"$14,000,000","$5,285,941","$1,127,974","$6,413,915",5.3
2243,College ,2008,Comedy,R,94,Metro-Goldwyn-Mayer (MGM),"$7,000,000","$4,694,636","$1,570,847","$6,265,483",4.6
2244,All Saints ,2017,Drama,PG,108,Affirm Films,"$2,000,000","$5,802,208","$140,357","$5,942,565",6.2
2245,The Wizard of Oz ,2013,Musical,PG,102,Warner Bros.,"$2,777,000","$5,633,202","$154,600","$5,787,802",8.1
2246,The Good Thief ,2003,Action,R,109,Fox Searchlight Pictures,"$30,000,000","$3,517,797","$2,239,148","$5,756,945",6.5
