,title_without_year,year,main_genre,MPAA-Rating,Runtime,Distributor,Budget_$,Domestic_$,International_$,total_revenue_$
796,Vanity Fair ,2004,Drama,PG-13,141,Focus Features,"$23,000,000","$16,136,476","$3,326,709","$19,463,185"
3288,The Turning ,2020,Mystery,PG-13,94,Universal Pictures,"$14,000,000","$15,472,775","$3,956,529","$19,429,304"
655,Duplex ,2003,Comedy,PG-13,89,Miramax,"$40,000,000","$9,692,135","$9,630,000","$19,322,135"
1328,A Mighty Heart ,2007,Thriller,R,108,Paramount Vantage,"$16,000,000","$9,176,787","$9,831,958","$19,008,745"
1125,Akeelah and the Bee ,2006,Family,PG,112,Lionsgate,"$8,000,000","$18,848,430","$99,995","$18,948,425"
367,The Curse of the Jade Scorpion ,2001,Mystery,PG-13,103,DreamWorks Distribution,"$33,000,000","$7,517,191","$11,397,116","$18,914,307"
492,Feardotcom ,2002,Thriller,R,101,Warner Bros.,"$40,000,000","$13,258,249","$5,643,766","$18,902,015"
1489,Sex Drive ,2008,Comedy,R,109,Summit Entertainment,"$19,000,000","$8,402,485","$10,353,451","$18,755,936"
1943,Glee: The 3D Concert Movie ,2011,Music,PG,84,Twentieth Century Fox,"$9,000,000","$11,862,398","$6,800,840","$18,663,238"
2412,The Drop ,2014,Crime,R,106,Fox Searchlight Pictures,"$12,600,000","$10,724,389","$7,933,992","$18,658,381"
967,Waiting... ,2005,Comedy,R,94,Lionsgate,"$3,000,000","$16,124,543","$2,513,147","$18,637,690"
987,An Unfinished Life ,2005,Romance,PG-13,108,Miramax,"$30,000,000","$8,586,392","$10,031,892","$18,618,284"
808,De-Lovely ,2004,Biography,PG-13,125,United Artists,"$15,000,000","$13,456,633","$5,155,318","$18,611,951"
1628,Fired Up! ,2009,Comedy,PG-13,90,Screen Gems,"$20,000,000","$17,231,291","$1,367,811","$18,599,102"
481,Empire ,2002,Crime,R,90,Universal Pictures,"$4,000,000","$17,600,423","$990,849","$18,591,272"
1135,See No Evil ,2006,Action,R,84,Lionsgate,"$8,000,000","$15,032,800","$3,531,667","$18,564,467"
3217,Black Christmas ,2019,Mystery,PG-13,92,Universal Pictures,"$5,000,000","$10,429,730","$8,100,000","$18,529,730"
790,My Baby's Daddy ,2004,Comedy,PG-13,86,Miramax,"$12,000,000","$17,669,317","$821,106","$18,490,423"
3219,Motherless Brooklyn ,2019,Crime,R,144,Warner Bros.,"$26,000,000","$9,277,736","$9,200,000","$18,477,736"
3381,How the Grinch Stole Christmas ,2020,Comedy,PG,104,Universal Pictures,"$123,000,000","$420,180","$18,035,601","$18,455,781"
1794,Repo Men ,2010,Action,R,111,Universal Pictures,"$32,000,000","$13,794,835","$4,615,056","$18,409,891"
276,Loser ,2000,Romance,PG-13,98,Sony Pictures Entertainment (SPE),"$20,000,000","$15,618,626","$2,786,080","$18,404,706"
639,My Boss's Daughter ,2003,Romance,PG-13,86,Dimension Films,"$14,000,000","$15,550,605","$2,640,400","$18,191,005"
3055,Hell Fest ,2018,Thriller,R,89,Lionsgate,"$5,500,000","$11,107,431","$7,052,260","$18,159,691"
289,All the Pretty Horses ,2000,Romance,PG-13,116,Miramax,"$57,000,000","$15,540,353","$2,593,142","$18,133,495"
477,The Country Bears ,2002,Musical,,88,Walt Disney Studios Motion Pictures,"$35,000,000","$16,990,825","$1,021,272","$18,012,097"
2544,Dope ,2015,Adventure,R,103,Open Road Films (II),"$7,000,000","$17,506,470","$480,311","$17,986,781"
1652,Whiteout ,2009,Thriller,R,101,Warner Bros.,"$35,000,000","$10,275,638","$7,701,029","$17,976,667"
1492,City of Ember ,2008,Sci-Fi,PG,90,Twentieth Century Fox,"$55,000,000","$7,873,007","$10,056,677","$17,929,684"
1142,Flyboys ,2006,Romance,PG-13,140,Metro-Goldwyn-Mayer (MGM),"$60,000,000","$13,090,630","$4,744,235","$17,834,865"
2883,Unforgettable ,2017,Thriller,R,100,Warner Bros.,"$12,000,000","$11,368,012","$6,400,000","$17,768,012"
1461,Swing Vote ,2008,Comedy,PG-13,120,Walt Disney Studios Motion Pictures,"$21,000,000","$16,289,867","$1,344,446","$17,634,313"
965,Rebound ,2005,Family,PG,86,Twentieth Century Fox,"$33,100,000","$16,809,014","$683,000","$17,492,014"
1640,Capitalism: A Love Story ,2009,Crime,R,127,Overture Films,"$20,000,000","$14,363,397","$3,073,112","$17,436,509"
640,A Guy Thing ,2003,Comedy,PG-13,101,Metro-Goldwyn-Mayer (MGM),"$20,000,000","$15,545,431","$1,886,732","$17,432,163"
494,Frailty ,2002,Thriller,R,100,Lionsgate,"$11,000,000","$13,110,448","$4,312,582","$17,423,030"
1146,The Matador ,2005,Crime,R,96,The Weinstein Company,"$12,500,000","$12,594,698","$4,752,533","$17,347,231"
836,Kinsey ,2004,Biography,R,118,Fox Searchlight Pictures,"$11,000,000","$10,254,979","$6,795,038","$17,050,017"
480,Kung Pow: Enter the Fist ,2002,Comedy,PG-13,81,Twentieth Century Fox,"$10,000,000","$16,037,962","$956,663","$16,994,625"
493,Jason X ,2002,Action,R,92,New Line Cinema,"$11,000,000","$13,121,555","$3,830,243","$16,951,798"
794,Catch That Kid ,2004,Comedy,PG,91,Twentieth Century Fox,"$12,000,000","$16,703,799","$247,903","$16,951,702"
485,Life or Something Like It ,2002,Romance,PG-13,103,Twentieth Century Fox,"$40,000,000","$14,448,589","$2,424,082","$16,872,671"
488,The Good Girl ,2002,Romance,R,93,Fox Searchlight Pictures,"$8,000,000","$14,018,296","$2,837,828","$16,856,124"
647,House of 1000 Corpses ,2003,Horror,R,89,Lionsgate,"$7,000,000","$12,634,962","$4,194,583","$16,829,545"
2096,Hit and Run ,2012,Comedy,R,100,Open Road Films (II),"$2,000,000","$13,749,300","$3,067,347","$16,816,647"
2710,The Birth of a Nation ,2016,History,R,120,Fox Searchlight Pictures,"$8,500,000","$15,861,566","$917,646","$16,779,212"
1172,American Dreamz ,2006,Comedy,PG-13,107,Universal Pictures,"$17,000,000","$7,191,830","$9,464,273","$16,656,103"
2259,Battle of the Year ,2013,Music,PG-13,110,Screen Gems,"$20,000,000","$8,888,355","$7,661,122","$16,549,477"
1161,The Fountain ,2006,Romance,PG-13,97,Warner Bros.,"$35,000,000","$10,144,010","$6,324,333","$16,468,343"
2725,Pride and Prejudice and Zombies ,2016,Romance,PG-13,108,Screen Gems,"$28,000,000","$10,938,134","$5,519,360","$16,457,494"
496,They ,2002,Horror,PG-13,89,Dimension Films,"$17,000,000","$12,840,842","$3,605,429","$16,446,271"
498,The Powerpuff Girls Movie ,2002,Comedy,PG,73,Warner Bros.,"$11,000,000","$11,412,414","$5,014,057","$16,426,471"
490,The Emperor's Club ,2002,Drama,PG-13,109,Universal Pictures,"$12,500,000","$14,118,751","$2,199,698","$16,318,449"
372,Just Visiting ,2001,Adventure,PG-13,88,Walt Disney Studios Motion Pictures,"$35,000,000","$4,781,539","$11,395,193","$16,176,732"
1294,Catch and Release ,2007,Romance,PG-13,124,Sony Pictures Entertainment (SPE),"$25,000,000","$15,539,051","$622,691","$16,161,742"
2593,Scouts Guide to the Zombie Apocalypse ,2015,Comedy,R,93,Paramount Pictures,"$15,000,000","$3,703,046","$12,434,000","$16,137,046"
2893,The Space Between Us ,2017,Sci-Fi,PG-13,120,STX Entertainment,"$30,000,000","$7,885,294","$8,195,181","$16,080,475"
3061,Unfriended: Dark Web ,2018,Thriller,R,92,BH Tilt,"$1,000,000","$8,866,745","$7,158,242","$16,024,987"
3297,I Still Believe ,2020,Music,PG,116,Lionsgate,"$12,000,000","$9,868,521","$6,152,970","$16,021,491"
3210,The Kitchen ,2019,Crime,R,102,Warner Bros.,"$38,000,000","$12,180,032","$3,800,000","$15,980,032"
2102,The Words ,2012,Thriller,PG-13,102,CBS Films,"$6,000,000","$11,494,838","$4,455,326","$15,950,164"
280,Highlander: Endgame ,2000,Action,R,87,Miramax,"$25,000,000","$12,811,858","$3,031,750","$15,843,608"
1638,"I Love You, Beth Cooper ",2009,Romance,PG-13,102,Twentieth Century Fox,"$18,000,000","$14,800,725","$1,021,182","$15,821,907"
1006,Kiss Kiss Bang Bang ,2005,Thriller,R,103,Warner Bros.,"$15,000,000","$4,243,756","$11,541,392","$15,785,148"
1656,Away We Go ,2009,Adventure,R,98,Focus Features,"$17,000,000","$9,451,946","$6,327,509","$15,779,455"
1937,Judy Moody and the Not Bummer Summer ,2011,Comedy,PG,93,Relativity Media,"$20,000,000","$15,013,650","$677,990","$15,691,640"
2254,Out of the Furnace ,2013,Thriller,R,116,Relativity Media,"$22,000,000","$11,330,849","$4,329,819","$15,660,668"
1945,The Conspirator ,2011,Crime,PG-13,122,Roadside Attractions,"$25,000,000","$11,538,204","$4,084,979","$15,623,183"
3206,Miss Bala ,2019,Action,PG-13,104,Sony Pictures Entertainment (SPE),"$15,000,000","$15,006,824","$376,756","$15,383,580"
643,Alex & Emma ,2003,Comedy,PG-13,96,Warner Bros.,"$30,000,000","$14,218,698","$1,150,199","$15,368,897"
1635,"The Goods: Live Hard, Sell Hard ",2009,Comedy,R,89,Paramount Vantage,"$10,000,000","$15,122,676","$178,209","$15,300,885"
489,Hey Arnold! The Movie ,2002,Comedy,PG,76,Paramount Pictures,"$3,000,000","$13,728,902","$1,520,406","$15,249,308"
1797,Extraordinary Measures ,2010,Drama,PG,106,CBS Films,"$31,000,000","$12,068,313","$3,065,980","$15,134,293"
658,Boat Trip ,2003,Comedy,R,94,Artisan Entertainment,"$20,000,000","$8,600,126","$6,420,167","$15,020,293"
495,Undisputed ,2002,Sport,R,96,Miramax,"$20,000,000","$12,764,657","$2,181,493","$14,946,150"
821,Raise Your Voice ,2004,Family,PG,107,New Line Cinema,"$15,000,000","$10,411,980","$4,455,534","$14,867,514"
360,Josie and the Pussycats ,2001,Music,PG-13,98,Universal Pictures,"$39,000,000","$14,271,015","$595,000","$14,866,015"
803,Soul Plane ,2004,Comedy,R,86,Metro-Goldwyn-Mayer (MGM),"$16,000,000","$14,190,750","$631,074","$14,821,824"
363,Out Cold ,2001,Comedy,PG-13,89,Walt Disney Studios Motion Pictures,"$24,000,000","$13,906,394","$876,282","$14,782,676"
1175,Turistas ,2006,Mystery,R,93,Fox Atomic,"$10,000,000","$7,027,762","$7,669,980","$14,697,742"
801,Welcome to Mooseport ,2004,Romance,PG-13,110,Twentieth Century Fox,"$30,000,000","$14,470,947","$144,152","$14,615,099"
806,Envy ,2004,Comedy,PG-13,99,DreamWorks Distribution,"$40,000,000","$13,562,325","$931,711","$14,494,036"
644,How to Deal ,2003,Comedy,PG-13,101,New Line Cinema,"$16,000,000","$14,195,227","$195,102","$14,390,329"
1669,Bright Star ,2009,Romance,PG,119,Apparition,"$8,500,000","$4,444,637","$9,930,015","$14,374,652"
361,Freddy Got Fingered ,2001,Comedy,R,87,Twentieth Century Fox,"$14,000,000","$14,254,993","$78,259","$14,333,252"
991,Proof ,2005,Mystery,PG-13,100,Miramax,"$20,000,000","$7,535,331","$6,654,529","$14,189,860"
1499,An American Carol ,2008,Fantasy,PG-13,83,Vivendi Entertainment,"$20,000,000","$7,013,191","$7,013,191","$14,026,382"
1174,Crossover ,2006,Sport,PG-13,95,Sony Pictures Entertainment (SPE),"$5,800,000","$7,009,668","$7,009,668","$14,019,336"
1164,Tenacious D in the Pick of Destiny ,2006,Music,R,93,New Line Cinema,"$20,000,000","$8,334,575","$5,589,679","$13,924,254"
653,House of the Dead ,2003,Adventure,R,90,Artisan Entertainment,"$12,000,000","$10,249,719","$3,568,462","$13,818,181"
1812,Winter's Bone ,2010,Mystery,R,100,Roadside Attractions,"$2,000,000","$6,531,503","$7,265,331","$13,796,834"
1470,Religulous ,2008,Documentary,R,101,Lionsgate,"$2,500,000","$13,011,160","$627,955","$13,639,115"
689,Anything Else ,2003,Comedy,R,108,DreamWorks Distribution,"$18,000,000","$3,212,310","$10,372,765","$13,585,075"
370,One Night at McCool's ,2001,Comedy,R,93,USA Films,"$18,000,000","$6,290,673","$7,182,697","$13,473,370"
972,The Honeymooners ,2005,Family,PG-13,90,Paramount Pictures,"$25,000,000","$12,843,849","$339,577","$13,183,426"
365,Head Over Heels ,2001,Romance,PG-13,86,Universal Pictures,"$14,000,000","$10,424,470","$2,702,552","$13,127,022"
2558,Hot Tub Time Machine 2 ,2015,Sci-Fi,R,93,Paramount Pictures,"$14,000,000","$12,314,651","$767,000","$13,081,651"
2882,"Roman J. Israel, Esq. ",2017,Thriller,PG-13,122,Sony Pictures Entertainment (SPE),"$22,000,000","$11,962,778","$1,063,082","$13,025,860"
645,Gods and Generals ,2003,War,PG-13,219,Warner Bros.,"$56,000,000","$12,882,934","$41,002","$12,923,936"
519,Formula 51 ,2002,Thriller,R,93,Screen Gems,"$27,000,000","$5,204,007","$7,677,598","$12,881,605"
1167,Slither ,2006,Comedy,R,95,Universal Pictures,"$15,000,000","$7,802,450","$5,032,486","$12,834,936"
2573,The Green Inferno ,2015,Adventure,R,100,BH Tilt,"$5,000,000","$7,192,291","$5,474,158","$12,666,449"
652,Narc ,2002,Crime,R,105,Paramount Pictures,"$6,500,000","$10,465,659","$2,168,088","$12,633,747"
814,Breakin' All the Rules ,2004,Comedy,PG-13,85,Screen Gems,"$10,000,000","$12,264,319","$279,935","$12,544,254"
501,Sorority Boys ,2002,Comedy,R,93,Walt Disney Studios Motion Pictures,"$12,000,000","$10,200,032","$2,317,456","$12,517,488"
281,Ready to Rumble ,2000,Comedy,PG-13,107,Warner Bros.,"$24,000,000","$12,394,327","$58,035","$12,452,362"
2891,The Promise ,2017,Action,PG-13,133,Open Road Films (II),"$90,000,000","$8,224,288","$4,224,388","$12,448,676"
815,Chasing Liberty ,2004,Comedy,PG-13,101,Warner Bros.,"$23,000,000","$12,195,626","$117,697","$12,313,323"
1150,End of the Spear ,2006,History,PG-13,108,Rocky Mountain Pictures,"$10,000,000","$11,967,000","$161,105","$12,128,105"
1334,Bella ,2007,Romance,PG-13,91,Roadside Attractions,"$3,300,000","$8,070,537","$4,012,759","$12,083,296"
1151,Dave Chappelle's Block Party ,2006,Documentary,R,103,Rogue Pictures,"$3,000,000","$11,718,595","$333,329","$12,051,924"
1182,The Three Burials of Melquiades Estrada ,2006,Western,R,121,Sony Pictures Classics,"$15,000,000","$5,027,684","$7,017,678","$12,045,362"
984,The Polar Express ,2005,Animation,,100,Warner Bros.,"$165,000,000","$10,900,597","$1,009,883","$11,910,480"
512,The Rules of Attraction ,2002,Romance,R,110,Lionsgate,"$4,000,000","$6,532,619","$5,286,625","$11,819,244"
2256,Getaway ,2013,Action,PG-13,90,Warner Bros.,"$18,000,000","$10,501,938","$1,304,494","$11,806,432"
1340,The Hoax ,2007,History,R,116,Miramax,"$25,000,000","$7,164,995","$4,607,466","$11,772,461"
3081,Death of a Nation ,2018,History,PG-13,108,Quality Flix,"$6,000,000","$5,885,881","$5,885,881","$11,771,762"
681,Beyond Borders ,2003,War,R,127,Paramount Pictures,"$35,000,000","$4,430,101","$7,274,901","$11,705,002"
2113,Seeking a Friend for the End of the World ,2012,Adventure,R,101,Focus Features,"$10,000,000","$7,078,738","$4,603,043","$11,681,781"
3303,The Hunt ,2020,Action,R,90,Universal Pictures,"$14,000,000","$5,812,500","$5,661,131","$11,473,631"
2107,Fun Size ,2012,Adventure,PG-13,86,Paramount Pictures,"$14,000,000","$9,409,538","$2,007,824","$11,417,362"
828,Suspect Zero ,2004,Mystery,R,99,Paramount Pictures,"$27,000,000","$8,725,813","$2,690,262","$11,416,075"
2122,The Apparition ,2012,Horror,PG-13,83,Warner Bros.,"$17,000,000","$4,936,819","$6,413,846","$11,350,665"
829,Connie and Carla ,2004,Crime,PG-13,108,Universal Pictures,"$27,000,000","$8,085,771","$3,255,245","$11,341,016"
1481,Stop-Loss ,2008,War,R,112,Paramount Pictures,"$25,000,000","$10,915,744","$297,209","$11,212,953"
1949,Straw Dogs ,2011,Thriller,R,110,Screen Gems,"$25,000,000","$10,324,441","$844,271","$11,168,712"
1318,The Astronaut Farmer ,2007,Adventure,PG,104,Warner Bros.,"$13,000,000","$11,003,643","$127,246","$11,130,889"
1808,Conviction ,2010,Biography,R,107,Fox Searchlight Pictures,"$12,500,000","$6,783,129","$4,321,426","$11,104,555"
1813,The Warrior's Way ,2010,Fantasy,R,100,Relativity Media,"$42,000,000","$5,666,340","$5,437,094","$11,103,434"
1001,The Squid and the Whale ,2005,Comedy,R,81,IDP Distribution,"$1,500,000","$7,372,734","$3,725,397","$11,098,131"
2886,The Belko Experiment ,2017,Thriller,R,89,BH Tilt,"$5,000,000","$10,166,820","$917,810","$11,084,630"
1352,Aqua Teen Hunger Force Colon Movie Film for Theaters ,2007,Action,R,86,First Look International,"$750,000","$5,520,368","$5,520,368","$11,040,736"
2278,Justin Bieber's Believe ,2013,Music,PG,92,Open Road Films (II),"$5,000,000","$6,206,566","$4,773,591","$10,980,157"
2921,Friend Request ,2017,Thriller,R,92,Entertainment Studios Motion Pictures,"$9,900,000","$3,759,078","$7,216,312","$10,975,390"
1327,Black Snake Moan ,2007,Music,R,116,Paramount Vantage,"$15,000,000","$9,396,870","$1,510,615","$10,907,485"
1799,Jonah Hex ,2010,Fantasy,PG-13,81,Warner Bros.,"$47,000,000","$10,547,117","$356,195","$10,903,312"
284,Here on Earth ,2000,Romance,PG-13,96,Twentieth Century Fox,"$15,000,000","$10,522,168","$350,980","$10,873,148"
1649,Extract ,2009,Crime,R,92,Miramax,"$8,000,000","$10,823,158","$25,625","$10,848,783"
2582,Danny Collins ,2015,Biography,R,106,Bleecker Street Media,"$10,000,000","$5,637,066","$5,198,686","$10,835,752"
981,The Great Raid ,2005,War,R,132,Miramax,"$80,000,000","$10,167,373","$601,938","$10,769,311"
1952,Prom ,2011,Romance,PG,104,Walt Disney Studios Motion Pictures,"$8,000,000","$10,130,219","$572,027","$10,702,246"
1655,The Boondock Saints II: All Saints Day ,2009,Thriller,R,118,Apparition,"$8,000,000","$10,273,188","$356,133","$10,629,321"
2414,Moms' Night Out ,2014,Comedy,PG,98,TriStar Pictures,"$5,000,000","$10,429,707","$107,249","$10,536,956"
1000,Alone in the Dark ,2005,Sci-Fi,R,99,Lionsgate,"$20,000,000","$5,178,569","$5,264,239","$10,442,808"
3078,Every Day ,2018,Fantasy,PG-13,97,Orion Pictures,"$4,900,000","$6,102,076","$4,319,771","$10,421,847"
369,Town & Country ,2001,Comedy,R,104,New Line Cinema,"$90,000,000","$6,719,973","$3,652,318","$10,372,291"
2732,Queen of Katwe ,2016,Sport,PG,124,Walt Disney Studios Motion Pictures,"$15,000,000","$8,874,389","$1,492,772","$10,367,161"
1331,Code Name: The Cleaner ,2007,Crime,PG-13,84,New Line Cinema,"$20,000,000","$8,135,024","$2,202,453","$10,337,477"
1824,Stone ,2010,Thriller,R,105,Overture Films,"$22,000,000","$1,810,078","$8,490,338","$10,300,416"
1490,Punisher: War Zone ,2008,Action,R,103,Lionsgate,"$35,000,000","$8,050,977","$2,110,516","$10,161,493"
677,Thirteen ,2003,Drama,R,100,Fox Searchlight Pictures,"$2,000,000","$4,601,043","$5,527,917","$10,128,960"
2888,Marshall ,2017,Crime,PG-13,118,Open Road Films (II),"$12,000,000","$10,051,659","$65,157","$10,116,816"
2887,Thank You for Your Service ,2017,Biography,R,109,Universal Pictures,"$20,000,000","$9,536,300","$459,392","$9,995,692"
1664,Taking Woodstock ,2009,History,R,120,Focus Features,"$30,000,000","$7,460,204","$2,515,533","$9,975,737"
1806,Cyrus ,2010,Comedy,R,91,Fox Searchlight Pictures,"$7,000,000","$7,468,936","$2,464,937","$9,933,873"
3236,The Goldfinch ,2019,Drama,R,149,Warner Bros.,"$45,000,000","$5,332,621","$4,600,000","$9,932,621"
675,From Justin to Kelly ,2003,Romance,PG,81,Twentieth Century Fox,"$12,000,000","$4,928,883","$4,928,883","$9,857,766"
1484,The Express ,2008,Sport,PG,130,Universal Pictures,"$40,000,000","$9,793,406","$14,718","$9,808,124"
2584,90 Minutes in Heaven ,2015,Drama,PG-13,121,The Samuel Goldwyn Company,"$5,000,000","$4,842,699","$4,842,699","$9,685,398"
1176,Running Scared ,2006,Action,R,122,New Line Cinema,"$15,000,000","$6,855,137","$2,524,892","$9,380,029"
1674,Chéri ,2009,Comedy,R,100,Miramax,"$23,000,000","$2,715,657","$6,652,585","$9,368,242"
1803,MacGruber ,2010,Action,R,90,Universal Pictures,"$10,000,000","$8,525,600","$797,295","$9,322,895"
2258,Peeples ,2013,Romance,PG-13,95,Lionsgate,"$15,000,000","$9,177,065","$130,101","$9,307,166"
2285,The Fifth Estate ,2013,Crime,R,128,Walt Disney Studios Motion Pictures,"$28,000,000","$3,255,008","$5,803,556","$9,058,564"
2749,Incarnate ,2016,Thriller,PG-13,87,BH Tilt,"$5,000,000","$4,799,774","$4,237,284","$9,037,058"
1493,Cadillac Records ,2008,Biography,R,109,Sony Pictures Entertainment (SPE),"$12,000,000","$8,195,551","$688,093","$8,883,644"
2758,Morgan ,2016,Action,R,92,Twentieth Century Fox,"$8,000,000","$3,915,251","$4,894,156","$8,809,407"
1503,The Rocker ,2008,Comedy,PG-13,102,Twentieth Century Fox,"$15,000,000","$6,409,528","$2,399,407","$8,808,935"
368,The Forsaken ,2001,Action,R,90,Screen Gems,"$15,000,000","$7,288,451","$1,416,400","$8,704,851"
663,Willard ,2003,Horror,PG-13,100,New Line Cinema,"$20,000,000","$6,886,089","$1,660,577","$8,546,666"
2574,Our Brand Is Crisis ,2015,Comedy,R,107,Warner Bros.,"$28,000,000","$7,002,261","$1,525,397","$8,527,658"
506,Big Trouble ,2002,Thriller,PG-13,85,Walt Disney Studios Motion Pictures,"$40,000,000","$7,267,307","$1,226,583","$8,493,890"
1343,Redline ,2007,Action,PG-13,102,Chicago Pictures,"$26,000,000","$6,881,022","$1,386,357","$8,267,379"
1165,Hoot ,2006,Comedy,PG,95,New Line Cinema,"$15,000,000","$8,117,637","$107,361","$8,224,998"
1959,The Big Year ,2011,Comedy,PG,102,Twentieth Century Fox,"$41,000,000","$7,204,138","$975,278","$8,179,416"
513,Impostor ,2002,Mystery,PG-13,95,Miramax,"$30,000,000","$6,285,176","$1,860,373","$8,145,549"
1969,The Company Men ,2011,Drama,R,104,The Weinstein Company,"$15,000,000","$4,441,272","$3,645,728","$8,087,000"
2282,Metallica Through the Never ,2013,Music,R,93,Picturehouse (II),"$18,000,000","$3,419,967","$4,555,845","$7,975,812"
